doc_version_id,status,needs_review,unknown_rate,soa_found,mapping_coverage,facts_total,missing_required_count,conflicting_count,duration_ms
b8130edf-792d-4cc4-ba65-7137c60a162f,ok,True,0.2406,True,3.6667,10,2,0,41289
